"Id
===
Id
===
int-c","名称
===
Name
===
string-c","描述
===
Desc
===
string-c","图标ShowID
===
ShowID
===
int-c","分类
===
LogicClass
===
int-c","效果ID0
===
Impacts0
===
int-c","效果ID1
===
Impacts1
===
int-c","效果ID2
===
Impacts2
===
int-c","效果ID3
===
Impacts3
===
int-c","效果ID4
===
Impacts4
===
int-c","效果ID5
===
Impacts5
===
int-c","自身状态
===
StateSelf
===
int-c","目标状态
===
StateTarget
===
int-c","效果ID0
===
StateImpacts0
===
int-c","效果ID1
===
StateImpacts1
===
int-c","效果ID2
===
StateImpacts2
===
int-c","效果ID3
===
StateImpacts3
===
int-c","效果ID4
===
StateImpacts4
===
int-c","效果ID5
===
StateImpacts5
===
int-c"
10500009,斧-无双Lv2-1,,-1,-1,10500009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000000,斧-斗气爆发,,-1,-1,11000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000001,斧-斗气爆发,,-1,-1,11000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000002,斧-斗气爆发,,-1,-1,11000002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000003,斧-斗气爆发,,-1,-1,11000003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000004,斧-斗气爆发,,-1,-1,11000004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000005,斧-斗气爆发,,-1,-1,11000005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000006,斧-斗气爆发,,-1,-1,11000006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000007,斧-斗气爆发,,-1,-1,11000007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100010,斧-旋风斧Lv1-2,,-1,-1,11100010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100011,斧-旋风斧Lv1-2,,-1,-1,11100011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100020,斧-旋风斧Lv1-3,,-1,-1,11100020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100021,斧-旋风斧Lv1-3,,-1,-1,11100021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100030,斧-旋风斧Lv1-4,,-1,-1,11100030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100031,斧-旋风斧Lv1-4,,-1,-1,11100031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11100040,斧-旋风斧Lv1-5,,-1,-1,11100040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101010,斧-旋风斧Lv2-2,,-1,-1,11101010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101011,斧-旋风斧Lv2-2,,-1,-1,11101011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101020,斧-旋风斧Lv2-3,,-1,-1,11101020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101021,斧-旋风斧Lv2-3,,-1,-1,11101021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101030,斧-旋风斧Lv2-4,,-1,-1,11101030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101031,斧-旋风斧Lv2-4,,-1,-1,11101031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11101040,斧-旋风斧Lv2-5,,-1,-1,11101040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102010,斧-旋风斧Lv3-2,,-1,-1,11102010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102011,斧-旋风斧Lv3-2,,-1,-1,11102011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102020,斧-旋风斧Lv3-3,,-1,-1,11102020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102021,斧-旋风斧Lv3-3,,-1,-1,11102021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102030,斧-旋风斧Lv3-4,,-1,-1,11102030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102031,斧-旋风斧Lv3-4,,-1,-1,11102031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11102040,斧-旋风斧Lv3-5,,-1,-1,11102040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103010,斧-旋风斧Lv4-2,,-1,-1,11103010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103011,斧-旋风斧Lv4-2,,-1,-1,11103011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103020,斧-旋风斧Lv4-3,,-1,-1,11103020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103021,斧-旋风斧Lv4-3,,-1,-1,11103021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103030,斧-旋风斧Lv4-4,,-1,-1,11103030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103031,斧-旋风斧Lv4-4,,-1,-1,11103031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11103040,斧-旋风斧Lv4-5,,-1,-1,11103040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104010,斧-旋风斧Lv5-2,,-1,-1,11104010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104011,斧-旋风斧Lv5-2,,-1,-1,11104011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104020,斧-旋风斧Lv5-3,,-1,-1,11104020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104021,斧-旋风斧Lv5-3,,-1,-1,11104021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104030,斧-旋风斧Lv5-4,,-1,-1,11104030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104031,斧-旋风斧Lv5-4,,-1,-1,11104031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11104040,斧-旋风斧Lv5-5,,-1,-1,11104040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105010,斧-旋风斧Lv6-2,,-1,-1,11105010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105011,斧-旋风斧Lv6-2,,-1,-1,11105011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105020,斧-旋风斧Lv6-3,,-1,-1,11105020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105021,斧-旋风斧Lv6-3,,-1,-1,11105021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105030,斧-旋风斧Lv6-4,,-1,-1,11105030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105031,斧-旋风斧Lv6-4,,-1,-1,11105031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11105040,斧-旋风斧Lv6-5,,-1,-1,11105040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106010,斧-旋风斧Lv7-2,,-1,-1,11106010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106011,斧-旋风斧Lv7-2,,-1,-1,11106011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106020,斧-旋风斧Lv7-3,,-1,-1,11106020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106021,斧-旋风斧Lv7-3,,-1,-1,11106021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106030,斧-旋风斧Lv7-4,,-1,-1,11106030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106031,斧-旋风斧Lv7-4,,-1,-1,11106031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11106040,斧-旋风斧Lv7-5,,-1,-1,11106040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107010,斧-旋风斧Lv8-2,,-1,-1,11107010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107011,斧-旋风斧Lv8-2,,-1,-1,11107011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107020,斧-旋风斧Lv8-3,,-1,-1,11107020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107021,斧-旋风斧Lv8-3,,-1,-1,11107021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107030,斧-旋风斧Lv8-4,,-1,-1,11107030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107031,斧-旋风斧Lv8-4,,-1,-1,11107031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11107040,斧-旋风斧Lv8-5,,-1,-1,11107040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108010,斧-旋风斧Lv9-2,,-1,-1,11108010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108011,斧-旋风斧Lv9-2,,-1,-1,11108011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108020,斧-旋风斧Lv9-3,,-1,-1,11108020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108021,斧-旋风斧Lv9-3,,-1,-1,11108021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108030,斧-旋风斧Lv9-4,,-1,-1,11108030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108031,斧-旋风斧Lv9-4,,-1,-1,11108031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11108040,斧-旋风斧Lv9-5,,-1,-1,11108040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109010,斧-旋风斧Lv10-2,,-1,-1,11109010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109011,斧-旋风斧Lv10-2,,-1,-1,11109011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109020,斧-旋风斧Lv10-3,,-1,-1,11109020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109021,斧-旋风斧Lv10-3,,-1,-1,11109021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109030,斧-旋风斧Lv10-4,,-1,-1,11109030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109031,斧-旋风斧Lv10-4,,-1,-1,11109031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11109040,斧-旋风斧Lv10-5,,-1,-1,11109040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110010,斧-旋风斧Lv11-2,,-1,-1,11110010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110011,斧-旋风斧Lv11-2,,-1,-1,11110011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110020,斧-旋风斧Lv11-3,,-1,-1,11110020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110021,斧-旋风斧Lv11-3,,-1,-1,11110021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110030,斧-旋风斧Lv11-4,,-1,-1,11110030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110031,斧-旋风斧Lv11-4,,-1,-1,11110031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11110040,斧-旋风斧Lv11-5,,-1,-1,11110040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111010,斧-旋风斧Lv12-2,,-1,-1,11111010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111011,斧-旋风斧Lv12-2,,-1,-1,11111011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111020,斧-旋风斧Lv12-3,,-1,-1,11111020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111021,斧-旋风斧Lv12-3,,-1,-1,11111021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111030,斧-旋风斧Lv12-4,,-1,-1,11111030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111031,斧-旋风斧Lv12-4,,-1,-1,11111031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11111040,斧-旋风斧Lv12-5,,-1,-1,11111040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112010,斧-旋风斧Lv13-2,,-1,-1,11112010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112011,斧-旋风斧Lv13-2,,-1,-1,11112011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112020,斧-旋风斧Lv13-3,,-1,-1,11112020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112021,斧-旋风斧Lv13-3,,-1,-1,11112021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112030,斧-旋风斧Lv13-4,,-1,-1,11112030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112031,斧-旋风斧Lv13-4,,-1,-1,11112031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11112040,斧-旋风斧Lv13-5,,-1,-1,11112040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113010,斧-旋风斧Lv14-2,,-1,-1,11113010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113011,斧-旋风斧Lv14-2,,-1,-1,11113011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113020,斧-旋风斧Lv14-3,,-1,-1,11113020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113021,斧-旋风斧Lv14-3,,-1,-1,11113021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113030,斧-旋风斧Lv14-4,,-1,-1,11113030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113031,斧-旋风斧Lv14-4,,-1,-1,11113031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11113040,斧-旋风斧Lv14-5,,-1,-1,11113040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114010,斧-旋风斧Lv15-2,,-1,-1,11114010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114011,斧-旋风斧Lv15-2,,-1,-1,11114011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114020,斧-旋风斧Lv15-3,,-1,-1,11114020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114021,斧-旋风斧Lv15-3,,-1,-1,11114021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114030,斧-旋风斧Lv15-4,,-1,-1,11114030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114031,斧-旋风斧Lv15-4,,-1,-1,11114031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11114040,斧-旋风斧Lv15-5,,-1,-1,11114040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115010,斧-旋风斧Lv16-2,,-1,-1,11115010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115011,斧-旋风斧Lv16-2,,-1,-1,11115011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115020,斧-旋风斧Lv16-3,,-1,-1,11115020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115021,斧-旋风斧Lv16-3,,-1,-1,11115021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115030,斧-旋风斧Lv16-4,,-1,-1,11115030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115031,斧-旋风斧Lv16-4,,-1,-1,11115031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11115040,斧-旋风斧Lv16-5,,-1,-1,11115040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116010,斧-旋风斧Lv17-2,,-1,-1,11116010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116011,斧-旋风斧Lv17-2,,-1,-1,11116011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116020,斧-旋风斧Lv17-3,,-1,-1,11116020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116021,斧-旋风斧Lv17-3,,-1,-1,11116021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116030,斧-旋风斧Lv17-4,,-1,-1,11116030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116031,斧-旋风斧Lv17-4,,-1,-1,11116031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11116040,斧-旋风斧Lv17-5,,-1,-1,11116040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117010,斧-旋风斧Lv18-2,,-1,-1,11117010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117011,斧-旋风斧Lv18-2,,-1,-1,11117011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117020,斧-旋风斧Lv18-3,,-1,-1,11117020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117021,斧-旋风斧Lv18-3,,-1,-1,11117021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117030,斧-旋风斧Lv18-4,,-1,-1,11117030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117031,斧-旋风斧Lv18-4,,-1,-1,11117031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11117040,斧-旋风斧Lv18-5,,-1,-1,11117040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118010,斧-旋风斧Lv19-2,,-1,-1,11118010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118011,斧-旋风斧Lv19-2,,-1,-1,11118011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118020,斧-旋风斧Lv19-3,,-1,-1,11118020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118021,斧-旋风斧Lv19-3,,-1,-1,11118021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118030,斧-旋风斧Lv19-4,,-1,-1,11118030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118031,斧-旋风斧Lv19-4,,-1,-1,11118031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11118040,斧-旋风斧Lv19-5,,-1,-1,11118040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119010,斧-旋风斧Lv20-2,,-1,-1,11119010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119011,斧-旋风斧Lv20-2,,-1,-1,11119011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119020,斧-旋风斧Lv20-3,,-1,-1,11119020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119021,斧-旋风斧Lv20-3,,-1,-1,11119021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119030,斧-旋风斧Lv20-4,,-1,-1,11119030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119031,斧-旋风斧Lv20-4,,-1,-1,11119031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11119040,斧-旋风斧Lv20-5,,-1,-1,11119040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200010,斧-冲击Lv1-2,,-1,-1,11200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200011,斧-冲击Lv1-2,,-1,-1,11200011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200020,斧-冲击Lv1-3,,-1,-1,11200020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200021,斧-冲击Lv1-3,,-1,-1,11200021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200030,斧-冲击Lv1-4,,-1,-1,11200030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200031,斧-冲击Lv1-4,,-1,-1,11200031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11200040,斧-冲击Lv1-5,,-1,-1,11200040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201010,斧-冲击Lv2-2,,-1,-1,11201010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201011,斧-冲击Lv2-2,,-1,-1,11201011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201020,斧-冲击Lv2-3,,-1,-1,11201020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201021,斧-冲击Lv2-3,,-1,-1,11201021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201030,斧-冲击Lv2-4,,-1,-1,11201030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201031,斧-冲击Lv2-4,,-1,-1,11201031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11201040,斧-冲击Lv2-5,,-1,-1,11201040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202010,斧-冲击Lv3-2,,-1,-1,11202010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202011,斧-冲击Lv3-2,,-1,-1,11202011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202020,斧-冲击Lv3-3,,-1,-1,11202020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202021,斧-冲击Lv3-3,,-1,-1,11202021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202030,斧-冲击Lv3-4,,-1,-1,11202030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202031,斧-冲击Lv3-4,,-1,-1,11202031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11202040,斧-冲击Lv3-5,,-1,-1,11202040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203010,斧-冲击Lv4-2,,-1,-1,11203010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203011,斧-冲击Lv4-2,,-1,-1,11203011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203020,斧-冲击Lv4-3,,-1,-1,11203020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203021,斧-冲击Lv4-3,,-1,-1,11203021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203030,斧-冲击Lv4-4,,-1,-1,11203030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203031,斧-冲击Lv4-4,,-1,-1,11203031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11203040,斧-冲击Lv4-5,,-1,-1,11203040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204010,斧-冲击Lv5-2,,-1,-1,11204010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204011,斧-冲击Lv5-2,,-1,-1,11204011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204020,斧-冲击Lv5-3,,-1,-1,11204020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204021,斧-冲击Lv5-3,,-1,-1,11204021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204030,斧-冲击Lv5-4,,-1,-1,11204030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204031,斧-冲击Lv5-4,,-1,-1,11204031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11204040,斧-冲击Lv5-5,,-1,-1,11204040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205010,斧-冲击Lv6-2,,-1,-1,11205010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205011,斧-冲击Lv6-2,,-1,-1,11205011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205020,斧-冲击Lv6-3,,-1,-1,11205020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205021,斧-冲击Lv6-3,,-1,-1,11205021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205030,斧-冲击Lv6-4,,-1,-1,11205030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205031,斧-冲击Lv6-4,,-1,-1,11205031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11205040,斧-冲击Lv6-5,,-1,-1,11205040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206010,斧-冲击Lv7-2,,-1,-1,11206010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206011,斧-冲击Lv7-2,,-1,-1,11206011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206020,斧-冲击Lv7-3,,-1,-1,11206020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206021,斧-冲击Lv7-3,,-1,-1,11206021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206030,斧-冲击Lv7-4,,-1,-1,11206030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206031,斧-冲击Lv7-4,,-1,-1,11206031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11206040,斧-冲击Lv7-5,,-1,-1,11206040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11207010,斧-冲击Lv8-2,,-1,-1,11207010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
