"Id
===
Id
===
int-c","目标方案名称
===
Name
===
string-c","目标方案描述
===
Desc
===
string-c","目标计算的中心点
===
PointName
===
string-c","中心点X轴偏移量
===
StartPointX
===
float-c","中心点Y轴偏移量
===
StartPointY
===
float-c","中心点Z轴偏移量
===
StartPointZ
===
float-c","目标阵营
===
TargetClass
===
int-c","是否选择死亡单位
===
IsSelectDead
===
bool-c","目标选择脚本名
===
TargetScript
===
string-c","脚本参数0
===
ParamValues0
===
string-c","脚本参数1
===
ParamValues1
===
string-c","脚本参数2
===
ParamValues2
===
string-c","脚本参数3
===
ParamValues3
===
string-c","脚本参数4
===
ParamValues4
===
string-c","脚本参数5
===
ParamValues5
===
string-c"
1191,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,4.5,20,115,-1,-1,-1
1192,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,4.5,20,120,-1,-1,-1
1193,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,5,-1,-1,-1
1194,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,10,-1,-1,-1
1195,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,15,-1,-1,-1
1196,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,20,-1,-1,-1
1197,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,25,-1,-1,-1
1198,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,30,-1,-1,-1
1199,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,35,-1,-1,-1
1200,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,40,-1,-1,-1
1201,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,45,-1,-1,-1
1202,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,50,-1,-1,-1
1203,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,55,-1,-1,-1
1204,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,60,-1,-1,-1
1205,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,65,-1,-1,-1
1206,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,70,-1,-1,-1
1207,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,75,-1,-1,-1
1208,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,80,-1,-1,-1
1209,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,85,-1,-1,-1
1210,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,90,-1,-1,-1
1211,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,95,-1,-1,-1
1212,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,100,-1,-1,-1
1213,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,105,-1,-1,-1
1214,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,110,-1,-1,-1
1215,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,115,-1,-1,-1
1216,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5,20,120,-1,-1,-1
1217,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,5,-1,-1,-1
1218,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,10,-1,-1,-1
1219,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,15,-1,-1,-1
1220,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,20,-1,-1,-1
1221,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,25,-1,-1,-1
1222,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,30,-1,-1,-1
1223,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,35,-1,-1,-1
1224,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,40,-1,-1,-1
1225,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,45,-1,-1,-1
1226,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,50,-1,-1,-1
1227,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,55,-1,-1,-1
1228,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,60,-1,-1,-1
1229,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,65,-1,-1,-1
1230,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,70,-1,-1,-1
1231,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,75,-1,-1,-1
1232,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,80,-1,-1,-1
1233,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,85,-1,-1,-1
1234,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,90,-1,-1,-1
1235,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,95,-1,-1,-1
1236,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,100,-1,-1,-1
1237,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,105,-1,-1,-1
1238,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,110,-1,-1,-1
1239,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,115,-1,-1,-1
1240,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,5.5,20,120,-1,-1,-1
1241,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,5,-1,-1,-1
1242,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,10,-1,-1,-1
1243,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,15,-1,-1,-1
1244,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,20,-1,-1,-1
1245,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,25,-1,-1,-1
1246,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,30,-1,-1,-1
1247,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,35,-1,-1,-1
1248,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,40,-1,-1,-1
1249,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,45,-1,-1,-1
1250,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,50,-1,-1,-1
1251,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,55,-1,-1,-1
1252,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,60,-1,-1,-1
1253,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,65,-1,-1,-1
1254,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,70,-1,-1,-1
1255,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,75,-1,-1,-1
1256,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,80,-1,-1,-1
1257,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,85,-1,-1,-1
1258,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,90,-1,-1,-1
1259,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,95,-1,-1,-1
1260,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,100,-1,-1,-1
1261,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,105,-1,-1,-1
1262,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,110,-1,-1,-1
1263,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,115,-1,-1,-1
1264,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6,20,120,-1,-1,-1
1265,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,5,-1,-1,-1
1266,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,10,-1,-1,-1
1267,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,15,-1,-1,-1
1268,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,20,-1,-1,-1
1269,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,25,-1,-1,-1
1270,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,30,-1,-1,-1
1271,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,35,-1,-1,-1
1272,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,40,-1,-1,-1
1273,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,45,-1,-1,-1
1274,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,50,-1,-1,-1
1275,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,55,-1,-1,-1
1276,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,60,-1,-1,-1
1277,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,65,-1,-1,-1
1278,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,70,-1,-1,-1
1279,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,75,-1,-1,-1
1280,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,80,-1,-1,-1
1281,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,85,-1,-1,-1
1282,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,90,-1,-1,-1
1283,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,95,-1,-1,-1
1284,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,100,-1,-1,-1
1285,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,105,-1,-1,-1
1286,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,110,-1,-1,-1
1287,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,115,-1,-1,-1
1288,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,6.5,20,120,-1,-1,-1
1289,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,5,-1,-1,-1
1290,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,10,-1,-1,-1
1291,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,15,-1,-1,-1
1292,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,20,-1,-1,-1
1293,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,25,-1,-1,-1
1294,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,30,-1,-1,-1
1295,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,35,-1,-1,-1
1296,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,40,-1,-1,-1
1297,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,45,-1,-1,-1
1298,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,50,-1,-1,-1
1299,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,55,-1,-1,-1
1300,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,60,-1,-1,-1
1301,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,65,-1,-1,-1
1302,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,70,-1,-1,-1
1303,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,75,-1,-1,-1
1304,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,80,-1,-1,-1
1305,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,85,-1,-1,-1
1306,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,90,-1,-1,-1
1307,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,95,-1,-1,-1
1308,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,100,-1,-1,-1
1309,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,105,-1,-1,-1
1310,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,110,-1,-1,-1
1311,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,115,-1,-1,-1
1312,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7,20,120,-1,-1,-1
1313,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,5,-1,-1,-1
1314,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,10,-1,-1,-1
1315,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,15,-1,-1,-1
1316,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,20,-1,-1,-1
1317,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,25,-1,-1,-1
1318,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,30,-1,-1,-1
1319,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,35,-1,-1,-1
1320,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,40,-1,-1,-1
1321,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,45,-1,-1,-1
1322,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,50,-1,-1,-1
1323,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,55,-1,-1,-1
1324,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,60,-1,-1,-1
1325,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,65,-1,-1,-1
1326,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,70,-1,-1,-1
1327,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,75,-1,-1,-1
1328,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,80,-1,-1,-1
1329,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,85,-1,-1,-1
1330,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,90,-1,-1,-1
1331,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,95,-1,-1,-1
1332,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,100,-1,-1,-1
1333,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,105,-1,-1,-1
1334,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,110,-1,-1,-1
1335,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,115,-1,-1,-1
1336,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,7.5,20,120,-1,-1,-1
1337,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,5,-1,-1,-1
1338,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,10,-1,-1,-1
1339,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,15,-1,-1,-1
1340,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,20,-1,-1,-1
1341,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,25,-1,-1,-1
1342,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,30,-1,-1,-1
1343,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,35,-1,-1,-1
1344,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,40,-1,-1,-1
1345,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,45,-1,-1,-1
1346,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,50,-1,-1,-1
1347,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,55,-1,-1,-1
1348,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,60,-1,-1,-1
1349,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,65,-1,-1,-1
1350,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,70,-1,-1,-1
1351,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,75,-1,-1,-1
1352,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,80,-1,-1,-1
1353,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,85,-1,-1,-1
1354,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,90,-1,-1,-1
1355,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,95,-1,-1,-1
1356,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,100,-1,-1,-1
1357,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,105,-1,-1,-1
1358,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,110,-1,-1,-1
1359,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,115,-1,-1,-1
1360,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8,20,120,-1,-1,-1
1361,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,5,-1,-1,-1
1362,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,10,-1,-1,-1
1363,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,15,-1,-1,-1
1364,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,20,-1,-1,-1
1365,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,25,-1,-1,-1
1366,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,30,-1,-1,-1
1367,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,35,-1,-1,-1
1368,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,40,-1,-1,-1
1369,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,45,-1,-1,-1
1370,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,50,-1,-1,-1
1371,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,55,-1,-1,-1
1372,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,60,-1,-1,-1
1373,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,65,-1,-1,-1
1374,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,70,-1,-1,-1
1375,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,75,-1,-1,-1
1376,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,80,-1,-1,-1
1377,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,85,-1,-1,-1
1378,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,90,-1,-1,-1
1379,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,95,-1,-1,-1
1380,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,100,-1,-1,-1
1381,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,105,-1,-1,-1
1382,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,110,-1,-1,-1
1383,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,115,-1,-1,-1
1384,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,8.5,20,120,-1,-1,-1
1385,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,5,-1,-1,-1
1386,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,10,-1,-1,-1
1387,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,15,-1,-1,-1
1388,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,20,-1,-1,-1
1389,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,25,-1,-1,-1
1390,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,30,-1,-1,-1
1391,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,35,-1,-1,-1
1392,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,40,-1,-1,-1
1393,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,45,-1,-1,-1
1394,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,50,-1,-1,-1
1395,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,55,-1,-1,-1
1396,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,60,-1,-1,-1
1397,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,65,-1,-1,-1
1398,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,70,-1,-1,-1
1399,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,75,-1,-1,-1
1400,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,80,-1,-1,-1
1401,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,85,-1,-1,-1
1402,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,90,-1,-1,-1
1403,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,95,-1,-1,-1
1404,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,100,-1,-1,-1
1405,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,105,-1,-1,-1
1406,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,110,-1,-1,-1
1407,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,115,-1,-1,-1
1408,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9,20,120,-1,-1,-1
1409,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,5,-1,-1,-1
1410,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,10,-1,-1,-1
1411,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,15,-1,-1,-1
1412,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,20,-1,-1,-1
1413,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,25,-1,-1,-1
1414,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,30,-1,-1,-1
1415,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,35,-1,-1,-1
1416,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,40,-1,-1,-1
1417,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,45,-1,-1,-1
1418,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,50,-1,-1,-1
1419,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,55,-1,-1,-1
1420,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,60,-1,-1,-1
1421,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,65,-1,-1,-1
1422,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,70,-1,-1,-1
1423,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,75,-1,-1,-1
1424,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,80,-1,-1,-1
1425,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,85,-1,-1,-1
