"Id
===
Id
===
int-cs","关键字符串
===
Key
===
string-c","文本
===
Value
===
string-c",
101218,Equip_Wearable,[189800]可穿戴[-],
101219,Equip_Level_Deficiency,[e50500]等级不足[-],
101220,Equip_Limit_Women,限女性角色,
101221,Equip_Limit_Men,限男性角色,
101222,Equip_Wearer_Char,主角,
101223,Equip_Wearer_Entourage,武将位-{0},
101224,Equip_Wearer_Entourage_Name,{0},
#装备镶嵌,,,
101300,Equip_Gem_1,您还没选择要镶嵌的宝石,
101301,Equip_Gem_2,数据异常，请关闭游戏重新尝试！,
101302,Equip_Gem_3,该孔还没有解锁或者已经有宝石, 请核查！
101303,Equip_Gem_4,镶嵌失败，错误码：{0}！,
101304,Equip_Gem_5,宝石镶嵌成功！,
101305,Equip_Gem_6,宝石{0}配置错误！,
101306,Equip_Gem_7,此装备上，已经有同类宝石，不能再镶嵌！,
101307,Equip_Gem_8,此装备上没有需要拆除的宝石！,
101308,Equip_Gem_9,此装备，宝石孔数据异常！,
101309,Equip_Gem_10,此装备孔上，没有宝石！,
101310,Equip_Gem_11,拆除失败，错误码：{0}！,
101311,Equip_Gem_12,宝石拆除成功！,
101312,Equip_Gem_13,请先选择要镶嵌的装备！,
101313,Equip_Gem_14,金币不足，不能拆除！,
101314,Equip_Gem_15,等级不到，该孔还没有解锁,
101315,Equip_Gem_LOCK_TIPS,不可 镶嵌,
101316,Equip_Gem_NULL_GEM,可镶嵌,
101317,Equip_Gem_TIPS_UNLOAD,点击卸下,
101318,Equip_Gem_TIPS_GEM_NULL,还没有宝石，不可镶嵌。,
#物品使用,,,
101400,Item_Is_Null,您要使用的物品不存在！,
101401,Item_Desc_1,此物品不是配方，不能用于合成！,
101402,Item_Desc_2,材料不足，不能合成！,
101403,Item_Desc_3,系统错误，快看服务器吧！,
101404,Item_Desc_4,物品使用失败，错误码:{0},
101405,Item_Desc_5,物品使用成功！,
101406,Item_Desc_6,物品出售成功, 获取{0}金币！
101407,Item_Desc_7,您还没有选择要出售的物品！,
101408,Item_Desc_8,您要出售的物品不存在，请尝试重新选择！,
101409,Item_Desc_9,{0}不足{1}，请重新调整物品数量！,
101410,Item_Desc_10,此物品，设置为不能出售,
101411,Item_Desc_11,此物品，不能使用！,
101412,Item_Desc_12,物品使用成功！,
101413,Item_Desc_13,此物品为材料，不能被使用！,
101414,Item_Desc_14,红宝石{0}级({1}个),
101415,Item_Desc_15,蓝宝石{0}级({1}个),
101416,Item_Desc_16,白宝石{0}级({1}个),
101417,Item_Desc_17,全部合成({0}),
101418,Item_Desc_18,宝石合成所需金币为无效的{0},
101419,Item_Desc_19,宝石合成所需宝石数为无效的{0},
101420,Item_Desc_20,宝石数量参数错误!,
101421,Item_Desc_21,宝石数量不足，合成失败!,
101422,Item_Desc_22,金币数量不足，合成失败!,
101423,Item_Desc_23,物品开包失败，错误码{0}!,
101424,Item_Desc_24,宝石合成失败，错误码{0}!,
101425,Item_Desc_25,物品出售失败，ErrCode:{0}!,
101426,Item_Desc_26,严重系统错误，叠加物品，不能一次添加2个,
101427,Item_Desc_27,背包里没有发现这个物品,
101428,Item_Desc_28,非叠加物品不能使用此接口,
101429,Item_Desc_29,配方配制严重错误，不支持结果ID:{0},
101430,Item_Desc_30,配方配制严重错误，不支持材料ID:{0},
101431,Item_Desc_31,物品成功售出,
#装备强化,,,
101500,Equip_Enchance_Automatic,自动添加,
101501,Equip_Enchance_Enchance,强化,
101502,Equip_Tips_Confirm_Enchance,您确定要吞噬这些装备道具吗,
101503,Equip_Tips_Item_Count_Null,请先选择要吞噬的道具,
101504,Equip_Tips_Money_Lack,"您的金币不足,是否要使用摇钱树?",
101505,Equip_Tips_Equip_Level_Max,"您的装备等级已达上限,无法继续吞噬其它道具",
101506,Equip_Tips_Item_Count_Null_2,没有可以吞噬的道具,
101507,Equip_Tips_Enchance_Level,"该装备已达到吞噬上限,无法继续吞噬",
101508,Equip_Tips_icon,icon_workshop_bg,
101509,Equip_Title_Enchance_Level,强化等级:,
101510,Equip_Title_Enchance_Money,出售单价:,
101511,Equip_Title_Enchance_Count,剩余数量:,
101512,Equip_Title_Enchance_Exp,强化经验:,
101513,Equip_TX_Enchance_Success,tx_tansuo_putongka,
#物品信息,,,
101600,Item_Use_Sell,出售,
101601,Item_Use_Use,使用,
101602,Item_Use_With,详细,
101603,Item_Use_Max,最大,
101604,Item_Use_Min,最小,
101605,Item_Use_Inlay,镶嵌,
101606,Item_Use_Count,选择您要{0}的数量,
#物品详情,,,
101700,Item_Detail_Origin,获取途径,
101701,Item_Detail_Compose_Item,可合成物品,
#关卡,,,
102000,STAGE_ICON_STAR_01,icon_star_01,
102001,STAGE_ICON_STAR_01_GREY,icon_star_02,
102002,STAGE_STR_REMAIN_COUNT,[ffff00]{0}[-]/{1},
102003,STAGE_STR_AP_COUNT,{0},
102004,STAGE_STR_FREE_SWEEP_COUNT,[ffff00]{0}[-]/{1},
102005,STAGE_STR_TASK_FINISHED,(已完成),
102006,STAGE_STR_PLAYNAME_LEVEL,{0} {1},
102007,STAGE_STR_EXP,[ffff00]{0}[-]/{1},
102008,STAGE_SWEEP_BUY,消耗[ff0000]100钻石[-]刷新扫荡次数?,
102009,STAGE_REFRESH_PLAYCOUNT,消耗[ff0000]100钻石[-]刷新关卡总数?,
102010,STAGE_TEN_SWEEP_TEXT_01,扫荡{0}次,
102011,STAGE_TEN_SWEEP_TEXT_02,刷新扫荡,
102012,STAGE_DUNGEON_NOT_FOUND,[ffff00]新手章节无精英关卡[-],
102013,STAGE_DUNGEON_BE_UNLOCK,本章节已经被解锁!,
102014,STAGE_DUNGEON_DO_UNLOCK,解锁此章节,
102015,STAGE_STR_SWEEP_COUNT,扫荡 X{0},
#消息对话框,,,
102100,MSGBOX_BUTTON_OK,确定,
102101,MSGBOX_BUTTON_CANCEL,取消,
102102,MSGBOX_BUTTON_YES,是,
102103,MSGBOX_BUTTON_NO,否,
102104,MSGBOX_BUTTON_BUY,购买,
102105,MSGBOX_TITLE_HINT,提示,
102106,MSGBOX_TITLE_WARN,警告,
102107,MSGBOX_TITLE_ERROR,错误,
#技能使用时闪屏图片,,,
102200,SKILL_FLASH_IMAGE_0,tx-monster-nvgui,
102201,SKILL_FLASH_IMAGE_1,tx-boss-xiaobailong,
102202,SKILL_FLASH_IMAGE_2,tx-boss-xiaotianquan,
102203,SKILL_FLASH_IMAGE_3,tx-boss-xiezijing,
102204,SKILL_FLASH_IMAGE_4,tx-boss-zhubajie,
102205,SKILL_FLASH_IMAGE_5,tx-monster-dapeng02,
102206,SKILL_FLASH_IMAGE_6,tx-boss-mangshejing,
102207,SKILL_FLASH_IMAGE_7,guanyin-ku,
102208,SKILL_FLASH_IMAGE_8,guanyin-qiang,
102209,SKILL_FLASH_IMAGE_9,guanyin-yun,
102210,SKILL_FLASH_IMAGE_10,tx-boss-aoshun,
#探索,,,
102300,GROPE_FREE_CD,{0:D2}:{1:D2}:{2:D2}后免费,
102301,GROPE_FREE_TIMES,今日免费次数:{0},
102302,GROPE_FREE_NONE,今日免费次数已经用完!,
102303,GROPE_FREE_TEXT,免费,
102304,GROPE_NOT_ENOUGH_MONEY_HINT,"您的金钱数量不足,无法进行探索!",
102305,GROPE_NOT_ENOUGH_DIAMOND_HINT,"您的钻石数量不足,无法进行探索!",
102306,GROPE_HERO_PATCH_HINT,Tips:重复获得此武将，已转化为{0}个碎片，可用于提升品质,
102307,GROPE_HERO_NAME_FILTER,碎片,
#战斗结果界面,,,
102400,STAGE_FIGHT_EVALUATE_1,C,
102401,STAGE_FIGHT_EVALUATE_2,B,
102402,STAGE_FIGHT_EVALUATE_3,A,
102403,STAGE_FIGHT_EVALUATE_4,S,
102404,STAGE_FIGHT_EVALUATE_5,SS,
102405,STAGE_FIGHT_EVALUATE_6,SSS,
102406,STAGE_FIGHT_SCORE_VALUE,战斗得分:{0},
102407,STAGE_FIGHT_SCORE_EVALUATE,战斗评价:{0},
102408,STAGE_FIGHT_EXP,Exp  +{0},
102409,STAGE_FIGHT_END_WIN_TIPS,"战斗结束,[ff0000]{0}秒[-]后将自动离开战场",
#任务界面,,,
102500,TASK_DETAIL_ACTIVE_POINT,活跃度 +{0},
102501,TASK_TYPE_PROGRESS_00,通关普通副本{2}次({0}/{1}),
102502,TASK_TYPE_PROGRESS_01,通关精英副本{2}次({0}/{1}),
102503,TASK_TYPE_PROGRESS_02,完成活动{2}次({0}/{1}),
102504,TASK_TYPE_PROGRESS_03,完成强化{2}次({0}/{1}),
102505,TASK_TYPE_PROGRESS_04,宠物突破{2}次({0}/{1}),
102506,TASK_TYPE_PROGRESS_05,宠物升级{2}次({0}/{1}),
102507,TASK_TYPE_PROGRESS_06,每日分享{2}次({0}/{1}),
102508,TASK_TYPE_PROGRESS_07,世界发言{2}次({0}/{1}),
102509,TASK_TYPE_PROGRESS_08,商店购买{2}次({0}/{1}),
102510,TASK_TYPE_PROGRESS_09,参加PVP{2}次({0}/{1}),
102511,TASK_BAR_ACTIVE_POINT,活跃度: {0}/{1},
102512,TASK_ITEM_ACTIVE_POINT, +{0} 活跃度,
102513,TASK_LOTTERY_AWARD_REMAIN_COUNT,完成每月任务可以抽奖{0}次,
102514,TASK_LOTTERY_AWARD_VIP_COUNT,VIP额外抽奖{0}次,
102515,TASK_ACTIVE_ITEM_IMG_ENABLED,diamond,
102516,TASK_ACTIVE_ITEM_IMG_TAKEOUT,notice,
102517,TASK_ACTIVE_ITEM_IMG_DISABLED,denglu,
102518,TASK_ACTIVE_ITEM_IMG_ACTIVED,glod,
102519,TASK_ACTIVE_ITEM_TEXT_TIPS_TITLE,[b][ff0000]{0}活跃奖励[-][/b],
102520,TASK_ACTIVE_ITEM_TEXT_TIPS_BASE_TITLE,#n#n[00ff00]活跃度奖励[-],
102521,TASK_ACTIVE_ITEM_TEXT_TIPS_BASE,#n[0000ff]{0} *{1}[-],
102522,TASK_ACTIVE_ITEM_TEXT_TIPS_VIP_TITLE,#n#n[00ff00]VIP奖励[-],
102523,TASK_ACTIVE_ITEM_TEXT_TIPS_VIP,#n[0000ff]{0} *{1}[-],
102524,TASK_ACTIVE_ITEM_TEXT_TIPS_LOTTERY_TITLE,#n#n[00ff00]抽奖奖励[-],
102525,TASK_ACTIVE_ITEM_TEXT_TIPS_LOTTERY,#n[0000ff]{0} *{1}[-],
#商店,,,
102600,SHOP_ERROR,"购买{0:S}:{1:D}个花费{2:S},错误信息:{3:S}",
102601,SHOP_ITEM_LIMIT_COUNT,[a8caca]剩余 : [ffc60d]{0:D}[-]件,
102602,SHOP_ITEM_HAVE_COUNT,[a8caca]拥有 : [ffc60d]{0:D}[-]件,
102603,SHOP_ITEM_ITEM_DESC,[a8caca],
102604,SHOP_ITEM_BUY_PRICE,购买单价,
102605,SHOP_ITEM_OVERALL_PRICE,商品总价,
102606,SHOP_ITEM_BUY_QUANTITY,购买数量,
102607,SHOP_ITEM_BASIS_PROPERTY,基础属性,
102608,SHOP_ITEM_SPECIAL_PROPERTY,附加属性,
102609,SHOP_ITEM_ITEM_DESC_TITLE,道具描述,
102610,SHOP_UPDATE_TIME_1,{0}点刷新,
102611,SHOP_UPDATE_TIME_2,剩余时间,
102612,SHOP_NOT_UPDATE_DIAMOND,"您的钻石数量不足,当前消费{0:D}钻石。",
102613,SHOP_UPDATE_CONFIRM,"刷新当前商店需要花费{0:D}钻石,确定要刷新吗 ?",
102614,SHOP_BUY_ITEM,"您购买的{0:D}个{1:S}
需消耗{2:S},确定购买 ?",
102615,SHOP_BUY_ITEM_CURRENCY,",{0:S}:{1:D}",
102616,SHOP_BUY_ITEM_NO_CURRENCY,您的{0:S}数量不足，无法购买此道具,
102617,SHOP_BUY_ITEM_NO_BEIBAO,您的背包已达上线无法继续购买!,
102618,SHOP_BUY_ITEM_NO_REFRESH,"您本商店的刷新次数已达上限无法刷新商店,详情请查看VIP等级说明!",
102619,SHOP_REFRESH_BUTTON_LABEL,刷新,
102620,SHOP_CONFIRM_BUTTON_LABEL,确认购买,
102621,SHOP_RECOMMEND_LABEL,推荐,
#聊天,,,
102700,CHAT_CHANNEL_TYPE_PERSONAL,[私聊],
102701,CHAT_CHANNEL_TYPE_SYSTEM,[公告],
102702,CHAT_CHANNEL_TYPE_WORLD,[世界],
102703,CHAT_CHANNEL_TYPE_GUILD,[公会],
102704,CHAT_ME,{0} 我:,
102705,CHAT_OTHER,{0} [u]{1}[/u]:,
102706,CHAT_TYPE_PERSONAL_TITLE,私聊玩家,
102707,CHAT_TYPE_GUILD_TITLE,公会玩家,
102708,CHAT_SYSTEM_DNOT_SAY_MESSAGE,系统不能发送聊天信息,
102709,CHAT_PERSONAL_DNOT_SAY_MESSAGE,请选择私聊对象,
#邮件,,,
102800,MAIL_VALIDITY_TEXT,有效期至:yyyy-MM-dd,
102801,MAIL_DELETE_MSGBOX_TEXT,"你删除的邮件中有未领取的物品,是否确认删除?",
102802,MAIL_SEND_CONTENT_EMPTY,请把所有输入框都填写内容!,
102803,MAIL_SEND_FREE_COUNT,免费({0}),
102804,MAIL_SEND_WARM,"免费次数已经使用完毕,发送邮件需要消耗10颗钻石!",
#布阵,,,
102900,EMBATTLE_SPARE_PET,后备武将,
102901,EMBATTLE_CHICK_CONFIG_PET_1,点击配置武将,
102902,EMBATTLE_CHICK_CONFIG_PET_2,[4efc5a]配置武将[-],
102903,EMBATTLE_LOCK_1,君主等级达到 {0} 级开启该位置,
102904,EMBATTLE_LOCK_2,[ea5245]{0}级解锁[-],
102905,EMBATTLE_DONT_UNLOAD_WEAPONS,主角武器不能卸下,
#Tips,,,
103000,TIPS_ATTR_BASE_TITLE,[593823]基础属性[-]#n#n,
103001,TIPS_ATTR_BASE_VALUE,[187605]  {0} : {1}[-]#n,
103002,TIPS_ATTR_APPEND_TITLE,#n[593823]特殊属性[-]#n#n,
103003,TIPS_ATTR_APPEND_VALUE,[dd3900]  {0} : +{1}[-]#n,
103004,TIPS_ATTR_APPEND_PRECENT,[dd3900]  {0} : +%{1}[-]#n,
103005,TIPS_ATTR_GEM,宝石属性,
103006,TIPS_ATTR_BASE_DESC,[7e4621]{0}[-],
103007,TIPS_ATTR_ATK_UP,[46FF21](增加:{0})[-],
103008,TIPS_ATTR_ATK_INTENSIFY,[46FF21]强化+{0}[-],
103009,TIPS_ATTR_ATK_DOWN,[FF4621](减少:{0})[-],
103010,TIPS_ATTR_ATK_REDUCE,[FF4621](减少:{0})[-],
103011,TIPS_ATTR_ATK_ADD,[46FF21](增加:{0})[-],
103012,TIPS_OPEN_CONDITION,{0}开启,
103013,TIPS_NOT_OPEN,暂未开放,
#主角等级提升,,,
103100,PLAYER_LEVEL_UP_TIPS,等级提升,
103101,PLAYER_LEVEL_ACTION_POINT_TIPS,获得体力值奖励{0}点,
103102,PLAYER_LEVEL_UPGRADE_TO_LEVEL,Lv{0},
103103,PLAYER_LEVEL_BUTTON_CONFIRM,确认,
#购买体力,,,
103200,PLAYER_BUY_ACTION_POINT,花费{0}颗钻石购买{1}点体力(今日已购买{2}次),
103201,PLAYER_BUY_ACTION_POINT_LIMIT,今日购买体力已达上限！,
103202,PLAYER_BUY_ACTION_POINT_MAX,当前体力值旺盛，先去消耗一下吧！,
103203,PLAYER_ACTION_POINT_CURRENT_TIME,当前时间：,
103204,PLAYER_ACTION_POINT_BUY_COUNT,购买次数：{0}/{1},
103205,PLAYER_ACTION_POINT_UPDATE_TIME,恢复时间间隔：{0}分钟,
103206,PLAYER_ACTION_POINT_NEXT_ADD_TIME,下点体力恢复：,
103207,PLAYER_ACTION_POINT_FILL_TIME,恢复全部体力：,
#在线奖励,,,
103300,ONLINT_AWARD_TITLE,在线奖励,
103301,ONLINT_AWARD_BUTTON_NAME,领取奖励,
103302,ONLINT_AWARD_UPDATE_TIME,剩余时间,
103303,ONLINT_AWARD_UPDATE_TIME_OVER,可以领取奖励,
103304,ONLINT_AWARD_OVER,奖品已经领取完成,
103305,ONLINT_AWARD_UPDATE_TIME_DATES_1,次日领取,
103306,ONLINT_AWARD_UPDATE_TIME_DATES_2,第{0}日领取,
#主角,,,
104000,MAIN_CHAR_UP_QUALITY_SUCCESS,提升修为成功,
104001,MAIN_CHAR_UP_QUALITY_FAIL,提升修为失败,
104002,MAIN_CHAR_GROUP_NAME,帮会：,
104003,MAIN_CHAR_ROLE_0,烈斧,
104004,MAIN_CHAR_ROLE_1,素剑,
104005,MAIN_CHAR_ROLE_2,角色2,
104006,MAIN_CHAR_ROLE_3,角色3,
"#更换,选择主将",,,
105000,REPLACE_PLAYER_REPLACE_BUTTON,替换武将,
105001,REPLACE_PLAYER_PLAYER,当前上阵,
105002,REPLACE_PLAYER_NOT_OPEN,敬请期待,
105003,REPLACE_PLAYER_TIPS,[u][00ff00]更换武将成功[-][/u],
105004,REPLACE_PLAYER_LEVEL_TIPS,当主角等级到达{0}级时可以更换主将,
#竞技场,,,
106000,JJC_FIGHT_RULE,"1.竞技场中战斗自动进行，玩家不能手动施放技能。
2.在竞技场战斗中，所有武将会比例添加一定的霸体槽。
3.进攻方排名低于防守方时，战斗胜利，则双方排名对调。
4.若战斗超时则算作防守方胜利。
5.每天每个玩家可以免费发起5次切磋，每天凌晨5点重置次数。
6.进攻方每场战斗失败都会有一个5分钟冷却战斗时间。
7.每天晚11点整结算排名，并通过邮箱发放排行奖励。",
106001,JJC_COMMON_NAME1,排名,
106002,JJC_COMMON_NAME2,钻石,
106003,JJC_COMMON_NAME3,金币,
106004,JJC_COMMON_NAME4,威望值,
106005,JJC_COMMON_NAME5,经验,
106006,JJC_COMMON_NAME6,道具,
106007,JJC_COMMON_NAME7,排行奖励,
106008,JJC_COMMON_NAME8,历史最高排名,
106009,JJC_COMMON_NAME9,战斗规则,
106010,JJC_COMMON_NAME10,每日排行奖励规则,
106011,JJC_RANK_NAME,第{0}名,
106012,JJC_RANK_AWARD_DESC,保持当前的排行{0}，可获得结算奖励：,
106013,JJC_HISTORY_HIGH_RANK_DESC0,历史最高排行奖励规则,
106014,JJC_HISTORY_HIGH_RANK_DESC1,"当玩家成功升至自己的历史最高排行时，会获得一次性的奖励。
最高排行奖励根据排行上升幅度不同而获得奖励不同",
106015,JJC_DIALITY_AWARD_DESC,根据每天结算时的排行每次发放奖励，详细奖励规则如下：,
106016,JJC_FIGHT_CAMERA_STATE_AUTO,锁定视角,
106017,JJC_FIGHT_CAMERA_STATE_MANUAL,手动视角,
#合成模块,,,
107000,COMPOSE_RATE,合成几率：,
107001,COMPOSE_FEE,花费：,
107002,COMPOSE_OWN,拥有{0}件,
107003,COMPOSE_PATH,通过{0}兑换获得,
107004,COMPOSE_SUCCESS,恭喜你，成功合成,
107005,COMPOSE_FAIL,合成失败,
107006,COMPOSE_ITEM_DO_NOT_EXIST,合成物品不存在,
107007,COMPOSE_ITEM_NOT_ENOUGH,合成所需物品不足,
107008,COMPOSE_NOT_ENOUGH_DIAMOND,合成所需钻石不足,
107009,COMPOSE_NOT_ENOUGH_MONEY,合成所需金币不足,
107010,COMPOSE_NOT_ENOUGH_ACTION_POINTS,合成所需体力不足,
107011,COMPOSE_NOT_ENOUGH_ACTION_EXP,合成所需体力不足,
107012,COMPOSE_LV_REQUEST,{0}级开放,
107013,COMPOSE_BAG_FULL,背包已满，无法进行该物品的合成,
107014,COMPOSE_ITEM_MAN,限男主角装备,
107015,COMPOSE_ITEM_WOMAN,限女主角装备,
#技能,,,
108000,SKILL_NAME_TITLE,技能名称:,
108001,SKILL_DESC_TITLE,技能说明:,
108002,SKILL_ATK_TITLE,攻击伤害:,
108003,SKILL_CONSUME_TITLE,技能消耗:,
108004,SKILL_CD_TITLE,技能冷却:,
108005,SKILL_NAME,{0}        {1},
108006,SKILL_CONSUME,{0}点能量,
108007,SKILL_CD_TIME,{0}秒,
108008,SKILL_CONSUMPTION_LEARN_TITLE,学习需求:,
108009,SKILL_CONSUMPTION_LEVEL_UP_TITLE,升级需求:,
108010,SKILL_LEVEL_NORMAL,[a8caca]{0}级开启[-],
108011,SKILL_LEVEL_DEFICIENCY,[ff5c5c]{0}级开启[-],
108012,SKILL_LEVEL_MAX,[ff5c5c]满级[-],
108013,SKILL_LEVEL,Lv.{0},
108014,SKILL_BUTTON_LEVEL_UP_EFFECT,tx_jineng_shengji,
108015,SKILL_BUTTON_LEARN_EFFECT,tx_jineng_xuexi,
108016,SKILL_MUSOU_EFFECT_1,tx_wushuang_1,
108017,SKILL_MUSOU_EFFECT_2,tx_wushuang_2,
108018,SKILL_LEARN_LEVEL_DEFICIENCY,主角等级不足无法学习技能,
108019,SKILL_LEARN_MONEY_DEFICIENCY,金钱不足无法学习技能,
108020,SKILL_LEARN_DOAMOND_DEFICIENCY,钻石不足无法学习技能,
108021,SKILL_LEVEL_UP_LEVEL_DEFICIENCY,主角等级不足无法升级技能,
108022,SKILL_LEVEL_UP_MONEY_DEFICIENCY,金钱不足无法升级技能,
108023,SKILL_LEVEL_UP_DOAMOND_DEFICIENCY,钻石不足无法升级技能,
#加载窗体显示,,,
108100,SCENE_LOADING_DESC_TIPS_001,战斗中点击“令”牌可施放上阵武将特殊技能，滑动令牌可选定某上阵武将技能,
108101,SCENE_LOADING_DESC_CARD_001,hero_p_baiqi,
108102,SCENE_LOADING_DESC_NAME_001,白起,
108103,SCENE_LOADING_DESC_TIPS_002,游戏中主角的普通攻击会自动冲刺向近身范围内最近的敌人进行攻击,
108104,SCENE_LOADING_DESC_CARD_002,hero_p_caocao,
108105,SCENE_LOADING_DESC_NAME_002,曹操,
108106,SCENE_LOADING_DESC_TIPS_003,游戏中的技能由玩家手动操作释放，可以在普通攻击或者技能攻击的过程中切换其他技能的施放用以中止当前攻击,
108107,SCENE_LOADING_DESC_CARD_003,hero_p_daji,
108108,SCENE_LOADING_DESC_NAME_003,妲己,
108109,SCENE_LOADING_DESC_TIPS_004,战斗中点击“闪避”技能，可以操作主角朝面向的方向闪避，闪避过程中完全无敌状态,
108110,SCENE_LOADING_DESC_CARD_004,hero_p_dianwei,
108111,SCENE_LOADING_DESC_NAME_004,典韦,
108112,SCENE_LOADING_DESC_TIPS_005,主角与部分敌兵均拥有“霸体”状态，拥有霸体状态时攻击不会被打断,
108113,SCENE_LOADING_DESC_CARD_005,hero_p_diaochan,
108114,SCENE_LOADING_DESC_NAME_005,貂蝉,
108115,SCENE_LOADING_DESC_TIPS_006,主角的无双槽会缓慢回复，当攻击敌兵时可更快速的积攒无双值，无双值蓄满后可以释放大威力的无双技能,
108116,SCENE_LOADING_DESC_CARD_006,hero_p_direnjie,
108117,SCENE_LOADING_DESC_NAME_006,狄仁杰,
108118,SCENE_LOADING_DESC_TIPS_007,霸体值会随着受到的攻击而减少，当霸体值为零时霸体状态消失，一段时间后可重回满霸体值状态,
108119,SCENE_LOADING_DESC_CARD_007,hero_p_jiangziya,
108120,SCENE_LOADING_DESC_NAME_007,姜子牙,
108121,SCENE_LOADING_DESC_TIPS_008,BOSS释放技能时会有判定的预警方向或范围提示，注意提前躲避,
108122,SCENE_LOADING_DESC_CARD_008,hero_p_jingke,
108123,SCENE_LOADING_DESC_NAME_008,荆轲,
108124,SCENE_LOADING_DESC_TIPS_009,武将作为随从在场战斗时，可以提供给主角对应的BUFF技能，不是所有武将都拥有BUFF技能,
108125,SCENE_LOADING_DESC_CARD_009,hero_p_leizhenzi,
108126,SCENE_LOADING_DESC_NAME_009,雷震子,
108127,SCENE_LOADING_DESC_TIPS_010,战斗中的“令”为上阵武将提供给主角的武将召唤技，上阵武将是否在场或者死亡都不会影响召唤技能,
108128,SCENE_LOADING_DESC_CARD_010,hero_p_luban,
108129,SCENE_LOADING_DESC_NAME_010,鲁班,
108130,SCENE_LOADING_DESC_TIPS_011,武将召唤技可以在任意时间发动，并与主角同时展开攻击形成强力连续技，但是释放无双技时无法召唤,
108131,SCENE_LOADING_DESC_CARD_011,hero_p_lvbu,
108132,SCENE_LOADING_DESC_NAME_011,吕布,
108133,SCENE_LOADING_DESC_TIPS_012,武将召唤技召出来的武将影子处于无敌状态，不会受到任何攻击阻挡的影响，活用该技能可以让战斗更加轻松,
108134,SCENE_LOADING_DESC_CARD_012,hero_p_nezha,
108135,SCENE_LOADING_DESC_NAME_012,哪吒,
108136,SCENE_LOADING_DESC_TIPS_013,主角施放技能和武将召唤级均会消耗一定的能量值，能量值会随时间缓慢恢复,
108137,SCENE_LOADING_DESC_CARD_013,hero_p_wenzhong,
108138,SCENE_LOADING_DESC_NAME_013,闻仲,
108139,SCENE_LOADING_DESC_TIPS_014,阵容中可配置多个上阵武将，但最多仅有一名上阵武将可随主角同时出战,
108140,SCENE_LOADING_DESC_CARD_014,hero_p_wuzetian,
108141,SCENE_LOADING_DESC_NAME_014,武则天,
108142,SCENE_LOADING_DESC_TIPS_015,如配置了多个上阵武将，战斗中可在左侧点击武将头像切换当前出战武将,
108143,SCENE_LOADING_DESC_CARD_015,hero_p_xishi,
108144,SCENE_LOADING_DESC_NAME_015,西施,
108145,SCENE_LOADING_DESC_TIPS_016,关卡中会掉落装备合成用的道具碎片，收集足够的碎片后即可合成新的武器装备，可以在合成界面查看装备碎片的获取途径,
108146,SCENE_LOADING_DESC_CARD_016,hero_p_yangguifei,
108147,SCENE_LOADING_DESC_NAME_016,杨贵妃,
108148,SCENE_LOADING_DESC_TIPS_017,武将可以通过装备秘籍提升武将星级，在武将详升级界面可以查看多需的秘籍和获取的途径,
108149,SCENE_LOADING_DESC_CARD_017,hero_p_yangjian,
108150,SCENE_LOADING_DESC_NAME_017,杨戬,
108151,SCENE_LOADING_DESC_TIPS_018,获取指定数量的武将碎片可以召唤新的武将，也可以提升已有武将的品质，在武将升级界面可以查看到武将碎片的获取途径,
108152,SCENE_LOADING_DESC_CARD_018,hero_p_zhaoyun,
108153,SCENE_LOADING_DESC_NAME_018,赵云,
108154,SCENE_LOADING_DESC_TIPS_019,武将技能随着武将等级提升而提升，主角技能需要玩家自行学习提升，提升技能等级可以强化技能效果,
108155,SCENE_LOADING_DESC_CARD_019,hero_p_zhouwang,
108156,SCENE_LOADING_DESC_NAME_019,纣王,
108157,SCENE_LOADING_DESC_TIPS_020,每个武将均有独特的武将技能，其属性和特性的不同决定了没有最强的武将，只有某些时候最适合出战的武将,
108158,SCENE_LOADING_DESC_CARD_020,hero_p_wuzetian,
108159,SCENE_LOADING_DESC_NAME_020,武则天,
#新手引导,,,
109000,GUIDE_FIRST_ENTER_GAME_GOON_BTN,点击,
109001,GUIDE_SKILL_MAIN_BTN,打开技能窗体,
109002,GUIDE_SKILL_LEARN_SELECT_SKILL_BTN,选择技能,
109003,GUIDE_SKILL_LEARN_LEARN_BTN,点击学习,
109004,GUIDE_SKILL_UPDATE_SELECT_SKILL_BTN,选择技能,
109005,GUIDE_SKILL_UPDATE_SKILL_BTN,点击升级,
109006,GUIDE_PET_MAIN_BTN,打开武将窗体,
109007,GUIDE_PET_SELECT_PET_BTN,选择武将,
109008,GUIDE_PET_MAGIC_KEY_BTN,装配法宝,
109009,GUIDE_PET_UPDATE_PET_BTN,武将升级,
109010,GUIDE_PET_SELECT_EXP_ITEM_BTN,使用经验药,
109011,GUIDE_PET_DO_UPDATE_OK_BTN,点击升级,
109012,GUIDE_PET_CLOSE_BTN,关闭窗体,
109013,GUIDE_PET_QUALITY_UPDATE_BTN,点击升级品质,
109014,GUIDE_PET_DO_MAGIC_KEY_BTN,点击装备法宝,
109015,GUIDE_PET_CFG_MAIN_BTN,打开布阵窗体,
109016,GUIDE_PET_CFG_SELECT_PET_SLOT_BTN,选择武将槽,
109017,GUIDE_PET_CFG_SELECT_PET_BTN,选择武将,
109018,GUIDE_PET_CFG_SELECT_PET_OK_BTN,装备武将,
109019,GUIDE_PET_CFG_SELECT_EQUIP_SLOT_BTN,点击装备槽,
