"Id
===
Id
===
int-c","Ãû³Æ
===
Name
===
string-c","ÃèÊö
===
Desc
===
string-c","Í¼±ê
===
Icon
===
string-c","²»ÏÔÊ¾BUFF:-1;Buff:0;Debuff:1
===
BuffShowType
===
int-c","ÌØÐ§
===
Effect
===
int-c","ÓÑºÃ¶ÈÀàÐÍ
===
FriendType
===
int-c","»¥³âÀàÐÍ
===
Conflict
===
int-c","ÓÅÏÈ¼¶
===
Priority
===
int-c","·ÖÀà
===
LogicClass
===
int-c","³ÖÐøÊ±¼ä£¨Ãë£©
===
LastTime
===
float-c","Ð§¹û½Å±¾
===
ImpactScript
===
string-c","Ð§¹û²ÎÊý0
===
ParamValues0
===
string-c","Ð§¹û²ÎÊý1
===
ParamValues1
===
string-c","Ð§¹û²ÎÊý2
===
ParamValues2
===
string-c","Ð§¹û²ÎÊý3
===
ParamValues3
===
string-c","Ð§¹û²ÎÊý4
===
ParamValues4
===
string-c","Ð§¹û²ÎÊý5
===
ParamValues5
===
string-c","Ð§¹û²ÎÊý6
===
ParamValues6
===
string-c","Ð§¹û²ÎÊý7
===
ParamValues7
===
string-c","Ð§¹û²ÎÊý8
===
ParamValues8
===
string-c","Ð§¹û²ÎÊý9
===
ParamValues9
===
string-c"
1003000,µØ´Ì2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
1004000,¼ýËþ,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
1005000,ÅÚÀÓ2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
#Ö÷½Ç-¸«,,,,,,,,,,,,,,,,,,,,,
10000000,¸«-ÆÕÍ¨¹¥»÷1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.6,0,-1,-1,-1,-1,-1,-1
10000010,¸«-ÆÕÍ¨¹¥»÷2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.8,0,-1,-1,-1,-1,-1,-1
10000020,¸«-ÆÕÍ¨¹¥»÷3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
10000030,¸«-ÆÕÍ¨¹¥»÷4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
10000031,¸«-ÆÕÍ¨¹¥»÷4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
10000040,¸«-ÆÕÍ¨¹¥»÷5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1.4,0,-1,-1,-1,-1,-1,-1
10100001,¸«-ÉÁ±Ü,,,-1,-1,0,-1,-1,-1,1,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10300010,¸«-Ç°³å2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
10300011,¸«-Ç°³å2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
10300020,¸«-Ç°³å3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
10300021,¸«-Ç°³å3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
10300030,¸«-Ç°³å4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.6,0,-1,-1,-1,-1,-1,-1
10300040,¸«-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.6,0,-1,-1,-1,-1,-1,-1
10300050,¸«-Ç°³å6,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.7,0,-1,-1,-1,-1,-1,-1
10400009,¸«-ÎÞË«Lv1-1,,,-1,-1,0,-1,-1,-1,2.8,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10400010,¸«-ÎÞË«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10400011,¸«-ÎÞË«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10400012,¸«-ÎÞË«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10400013,¸«-ÎÞË«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10400019,¸«-ÎÞË«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10500000,¸«-ÎÞË«Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10500001,¸«-ÎÞË«Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,3.3,0,-1,-1,-1,-1,-1,-1
10500009,¸«-ÎÞË«Lv2-1,,,-1,-1,0,-1,-1,-1,1,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11000000,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000001,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000002,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000003,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000004,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000005,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000006,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11000007,¸«-¶·Æø±¬·¢,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0,0,-1,-1,-1,-1,-1,-1
11100010,¸«-Ðý·ç¸«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,51.52
11100011,¸«-Ðý·ç¸«Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,51.52
11100020,¸«-Ðý·ç¸«Lv1-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,62.97
11100021,¸«-Ðý·ç¸«Lv1-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,62.97
11100030,¸«-Ðý·ç¸«Lv1-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,62.97
11100031,¸«-Ðý·ç¸«Lv1-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,62.97
11100040,¸«-Ðý·ç¸«Lv1-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,80.15
11101010,¸«-Ðý·ç¸«Lv2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.16
11101011,¸«-Ðý·ç¸«Lv2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.16
11101020,¸«-Ðý·ç¸«Lv2-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.19
11101021,¸«-Ðý·ç¸«Lv2-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.19
11101030,¸«-Ðý·ç¸«Lv2-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.19
11101031,¸«-Ðý·ç¸«Lv2-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.19
11101040,¸«-Ðý·ç¸«Lv2-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,112.24
11102010,¸«-Ðý·ç¸«Lv3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,110.01
11102011,¸«-Ðý·ç¸«Lv3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,110.01
11102020,¸«-Ðý·ç¸«Lv3-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,134.46
11102021,¸«-Ðý·ç¸«Lv3-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,134.46
11102030,¸«-Ðý·ç¸«Lv3-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,134.46
11102031,¸«-Ðý·ç¸«Lv3-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,134.46
11102040,¸«-Ðý·ç¸«Lv3-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,171.13
11103010,¸«-Ðý·ç¸«Lv4-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,136.38
11103011,¸«-Ðý·ç¸«Lv4-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,136.38
11103020,¸«-Ðý·ç¸«Lv4-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,166.69
11103021,¸«-Ðý·ç¸«Lv4-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,166.69
11103030,¸«-Ðý·ç¸«Lv4-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,166.69
11103031,¸«-Ðý·ç¸«Lv4-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,166.69
11103040,¸«-Ðý·ç¸«Lv4-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,212.15
11104010,¸«-Ðý·ç¸«Lv5-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,189.7
11104011,¸«-Ðý·ç¸«Lv5-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,189.7
11104020,¸«-Ðý·ç¸«Lv5-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,231.85
11104021,¸«-Ðý·ç¸«Lv5-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,231.85
11104030,¸«-Ðý·ç¸«Lv5-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,231.85
11104031,¸«-Ðý·ç¸«Lv5-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,231.85
11104040,¸«-Ðý·ç¸«Lv5-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,295.08
11105010,¸«-Ðý·ç¸«Lv6-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,215.96
11105011,¸«-Ðý·ç¸«Lv6-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,215.96
11105020,¸«-Ðý·ç¸«Lv6-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,263.95
11105021,¸«-Ðý·ç¸«Lv6-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,263.95
11105030,¸«-Ðý·ç¸«Lv6-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,263.95
11105031,¸«-Ðý·ç¸«Lv6-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,263.95
11105040,¸«-Ðý·ç¸«Lv6-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,335.94
11106010,¸«-Ðý·ç¸«Lv7-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,291.21
11106011,¸«-Ðý·ç¸«Lv7-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,291.21
11106020,¸«-Ðý·ç¸«Lv7-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,355.93
11106021,¸«-Ðý·ç¸«Lv7-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,355.93
11106030,¸«-Ðý·ç¸«Lv7-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,355.93
11106031,¸«-Ðý·ç¸«Lv7-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,355.93
11106040,¸«-Ðý·ç¸«Lv7-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,453
11107010,¸«-Ðý·ç¸«Lv8-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,317.31
11107011,¸«-Ðý·ç¸«Lv8-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,317.31
11107020,¸«-Ðý·ç¸«Lv8-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,387.83
11107021,¸«-Ðý·ç¸«Lv8-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,387.83
11107030,¸«-Ðý·ç¸«Lv8-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,387.83
11107031,¸«-Ðý·ç¸«Lv8-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,387.83
11107040,¸«-Ðý·ç¸«Lv8-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,493.6
11108010,¸«-Ðý·ç¸«Lv9-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,418.59
11108011,¸«-Ðý·ç¸«Lv9-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,418.59
11108020,¸«-Ðý·ç¸«Lv9-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,511.61
11108021,¸«-Ðý·ç¸«Lv9-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,511.61
11108030,¸«-Ðý·ç¸«Lv9-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,511.61
11108031,¸«-Ðý·ç¸«Lv9-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,511.61
11108040,¸«-Ðý·ç¸«Lv9-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,651.13
11109010,¸«-Ðý·ç¸«Lv10-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,444.68
11109011,¸«-Ðý·ç¸«Lv10-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,444.68
11109020,¸«-Ðý·ç¸«Lv10-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,543.5
11109021,¸«-Ðý·ç¸«Lv10-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,543.5
11109030,¸«-Ðý·ç¸«Lv10-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,543.5
11109031,¸«-Ðý·ç¸«Lv10-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,543.5
11109040,¸«-Ðý·ç¸«Lv10-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,691.72
11110010,¸«-Ðý·ç¸«Lv11-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,579.08
11110011,¸«-Ðý·ç¸«Lv11-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,579.08
11110020,¸«-Ðý·ç¸«Lv11-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,707.76
11110021,¸«-Ðý·ç¸«Lv11-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,707.76
11110030,¸«-Ðý·ç¸«Lv11-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,707.76
11110031,¸«-Ðý·ç¸«Lv11-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,707.76
11110040,¸«-Ðý·ç¸«Lv11-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,900.79
11111010,¸«-Ðý·ç¸«Lv12-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,605.29
11111011,¸«-Ðý·ç¸«Lv12-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,605.29
11111020,¸«-Ðý·ç¸«Lv12-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,739.8
11111021,¸«-Ðý·ç¸«Lv12-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,739.8
11111030,¸«-Ðý·ç¸«Lv12-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,739.8
11111031,¸«-Ðý·ç¸«Lv12-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,739.8
11111040,¸«-Ðý·ç¸«Lv12-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,941.56
11112010,¸«-Ðý·ç¸«Lv13-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,777.17
11112011,¸«-Ðý·ç¸«Lv13-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,777.17
11112020,¸«-Ðý·ç¸«Lv13-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,949.87
11112021,¸«-Ðý·ç¸«Lv13-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,949.87
11112030,¸«-Ðý·ç¸«Lv13-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,949.87
11112031,¸«-Ðý·ç¸«Lv13-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,949.87
11112040,¸«-Ðý·ç¸«Lv13-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1208.93
11113010,¸«-Ðý·ç¸«Lv14-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,803.73
11113011,¸«-Ðý·ç¸«Lv14-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,803.73
11113020,¸«-Ðý·ç¸«Lv14-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,982.34
11113021,¸«-Ðý·ç¸«Lv14-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,982.34
11113030,¸«-Ðý·ç¸«Lv14-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,982.34
11113031,¸«-Ðý·ç¸«Lv14-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,982.34
11113040,¸«-Ðý·ç¸«Lv14-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1250.25
11114010,¸«-Ðý·ç¸«Lv15-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,993.26
11114011,¸«-Ðý·ç¸«Lv15-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,993.26
11114020,¸«-Ðý·ç¸«Lv15-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1213.98
11114021,¸«-Ðý·ç¸«Lv15-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1213.98
11114030,¸«-Ðý·ç¸«Lv15-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1213.98
11114031,¸«-Ðý·ç¸«Lv15-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1213.98
11114040,¸«-Ðý·ç¸«Lv15-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1545.07
11115010,¸«-Ðý·ç¸«Lv16-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1020.42
11115011,¸«-Ðý·ç¸«Lv16-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1020.42
11115020,¸«-Ðý·ç¸«Lv16-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1247.18
11115021,¸«-Ðý·ç¸«Lv16-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1247.18
11115030,¸«-Ðý·ç¸«Lv16-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1247.18
11115031,¸«-Ðý·ç¸«Lv16-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1247.18
11115040,¸«-Ðý·ç¸«Lv16-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1587.32
11116010,¸«-Ðý·ç¸«Lv17-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1224.45
11116011,¸«-Ðý·ç¸«Lv17-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1224.45
11116020,¸«-Ðý·ç¸«Lv17-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1496.56
11116021,¸«-Ðý·ç¸«Lv17-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1496.56
11116030,¸«-Ðý·ç¸«Lv17-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1496.56
11116031,¸«-Ðý·ç¸«Lv17-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1496.56
11116040,¸«-Ðý·ç¸«Lv17-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1904.71
11117010,¸«-Ðý·ç¸«Lv18-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1252.42
11117011,¸«-Ðý·ç¸«Lv18-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1252.42
11117020,¸«-Ðý·ç¸«Lv18-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1530.74
11117021,¸«-Ðý·ç¸«Lv18-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1530.74
11117030,¸«-Ðý·ç¸«Lv18-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1530.74
11117031,¸«-Ðý·ç¸«Lv18-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1530.74
11117040,¸«-Ðý·ç¸«Lv18-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1948.21
11118010,¸«-Ðý·ç¸«Lv19-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1472.91
11118011,¸«-Ðý·ç¸«Lv19-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1472.91
11118020,¸«-Ðý·ç¸«Lv19-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1800.23
